store_name,experience,total_sales,url,id,title,months_sales,price,profit,category,fecha_info,sold_products,mercado_lider,url_pagination
PNARM28,10,309,https://articulo.mercadolibre.com.co/MCO-459552697-cargador-universal-para-portatil-star-tec-st-ad-90-negro-_JM,MCO459552697,Cargador Universal Para Portatil Star Tec St-ad-90 Negro,3,48900,831300,Accesorios para Portátiles,2018-09-10,17,1,https://computacion.mercadolibre.com.co/_Desde_1801
INSUMOSYEQUIPOSFOTOGRÁFICOS,2,49,https://articulo.mercadolibre.com.co/MCO-459552697-cargador-universal-para-portatil-star-tec-st-ad-90-negro-_JM,MCO459552697,Cargador Universal Para Portatil Star Tec St-ad-90 Negro,4,48900,831300,Accesorios para Portátiles,2018-09-10,17,0,https://computacion.mercadolibre.com.co/_Desde_1801
WBE.LOAIZA,11,36,https://articulo.mercadolibre.com.co/MCO-481891977-disco-duro-externo-adata-1-tb-hd720-antigolpes-agua-azul-_JM,MCO481891977,Disco Duro Externo Adata 1 Tb Hd720 Antigolpes-agua Azul,3,219900,8356200,Discos Duros y Externos,2018-09-10,38,0,https://computacion.mercadolibre.com.co/_Desde_1801
COMREDESDECOLOMBIASAS,2,150,https://articulo.mercadolibre.com.co/MCO-477250277-router-inalambrico-repetidor-n-300mbps-tp-link-tl-wr840n-_JM,MCO477250277,Router Inalámbrico / Repetidor N 300mbps Tp-link Tl-wr840n,1,75000,5775000,Redes y Redes Inalámbricas,2018-09-10,77,0,https://computacion.mercadolibre.com.co/_Desde_1801
MINIMARKET.COM.CO,1,38,https://articulo.mercadolibre.com.co/MCO-469214526-soporte-de-lujo-ipad-tablet-para-cabecera-carro-jd-spt-c-_JM,MCO469214526,Soporte De Lujo Ipad / Tablet Para Cabecera Carro Jd Spt-c,3,39900,758100,Tablets,2018-09-10,19,0,https://computacion.mercadolibre.com.co/_Desde_1751
DISTRIVMX,6,2,https://articulo.mercadolibre.com.co/MCO-470488904-tinta-epson-l210l220l380l355l375l475l800l555l100-_JM,MCO470488904,Tinta Epson L210/l220/l380/l355/l375/l475/l800/l555/l100,2,4900,392000,Cartuchos Toner y Tintas,2018-09-10,80,1,https://computacion.mercadolibre.com.co/_Desde_1751
COMERCIALIZADORAMARKA,1,83,https://articulo.mercadolibre.com.co/MCO-464848257-tinta-original-canon-kit-x-4-unidades-gi-190-g2100-g3100-g41-_JM,MCO464848257,Tinta Original Canon Kit X 4 Unidades Gi-190 G2100 G3100 G41,8,70000,3640000,Impresoras,2018-09-10,52,1,https://computacion.mercadolibre.com.co/_Desde_1751
J19K,14,254,https://articulo.mercadolibre.com.co/MCO-449594779-mouse-vertical-ergonomico-optico-usb-tunel-perixx-_JM,MCO449594779,Mouse Vertical Ergonomico Optico Usb Tunel Perixx,2,70000,54600000,Periféricos y Accesorios de PC,2018-09-10,780,1,https://computacion.mercadolibre.com.co/_Desde_1751
UNILACOMPRAS,2,360,https://articulo.mercadolibre.com.co/MCO-476804232-reset-epson-l380-ilimitado-sin-trucos-compra-segura-_JM,MCO476804232,»»»»»reset Epson L380 Ilimitado Sin Trucos Compra Segura!!!,3,5000,185000,Impresoras,2018-09-10,37,1,https://computacion.mercadolibre.com.co/_Desde_1751
BLACKREED,6,81,https://articulo.mercadolibre.com.co/MCO-465115944-memoria-sandisk-micro-sd-clase-10-16-gb-80-mbseg-uhs-i-_JM,MCO465115944,Memoria Sandisk Micro Sd Clase 10 16 Gb 80 Mb/seg Uhs-i,8,21900,2693700,Memorias Portátiles USB,2018-09-10,123,0,https://computacion.mercadolibre.com.co/_Desde_1751
IMPOMAXED STORE,3,1,https://articulo.mercadolibre.com.co/MCO-472377754-repetidor-wifi-tenda-a9-similitud-con-tp-link-tl-wa850re-_JM,MCO472377754,Repetidor Wifi Tenda A9 Similitud Con Tp-link Tl-wa850re,1,58800,1058400,Redes y Redes Inalámbricas,2018-09-10,18,1,https://computacion.mercadolibre.com.co/_Desde_1701
SACA3797359,1,70,https://articulo.mercadolibre.com.co/MCO-467873469-fuente-evga-850w-bq-80-plus-bronce-_JM,MCO467873469,Fuente Evga 850w Bq 80 Plus Bronce,7,464000,928000,Partes y Componentes de PC,2018-09-10,2,0,https://computacion.mercadolibre.com.co/_Desde_1701
CAMILO HERNANDEZSOLUCIONES,2,932,https://articulo.mercadolibre.com.co/MCO-451527713-kit-canon-tinta-kp-108-papel-fotografico-_JM,MCO451527713,Kit Canon Tinta Kp 108 + Papel Fotográfico,9,112900,20886500,Cartuchos Toner y Tintas,2018-09-10,185,1,https://computacion.mercadolibre.com.co/_Desde_1701
UNILAGO-2-246,5,88,https://articulo.mercadolibre.com.co/MCO-467491633-quemador-blu-ray-interno-pc-wh14ns40-lg-dvd-rw-_JM,MCO467491633,Quemador Blu-ray Interno Pc Wh14ns40 Lg Dvd Rw,8,204900,3483300,Quemadores de DVDs y CDs,2018-09-10,17,0,https://computacion.mercadolibre.com.co/_Desde_1701
HEPA ACCESORIOS,11,84,https://articulo.mercadolibre.com.co/MCO-462230934-procesador-intel-core-i3-8100-quad-36-ghz-8-gen-6mb-1151-_JM,MCO462230934,Procesador Intel Core I3 8100 Quad 3.6 Ghz 8 Gen 6mb 1151,8,439000,878000,Partes y Componentes de PC,2018-09-10,2,0,https://computacion.mercadolibre.com.co/_Desde_1701
MISTER.GADGET,1,195,https://articulo.mercadolibre.com.co/MCO-462230934-procesador-intel-core-i3-8100-quad-36-ghz-8-gen-6mb-1151-_JM,MCO462230934,Procesador Intel Core I3 8100 Quad 3.6 Ghz 8 Gen 6mb 1151,1,439000,878000,Partes y Componentes de PC,2018-09-10,2,1,https://computacion.mercadolibre.com.co/_Desde_1701
GLOBAL SAS,6,322,https://articulo.mercadolibre.com.co/MCO-469891673-altavoces-21-bluetooth-omega-sw-21-900-20w-usb-micro-sd-_JM,MCO469891673,Altavoces 2.1 Bluetooth Omega Sw-2.1 900 20w Usb Micro Sd,3,69900,1258200,Periféricos y Accesorios de PC,2018-09-10,18,0,https://computacion.mercadolibre.com.co/_Desde_1651
COMPRASDE VERDAD,8,2,https://articulo.mercadolibre.com.co/MCO-474547124-bateria-dell-inspiron-n3010-n4010-n4110-n5010-n5110-n7010-_JM,MCO474547124,Bateria Dell Inspiron N3010 N4010 N4110 N5010 N5110 N7010,2,74900,2022300,Accesorios para Portátiles,2018-09-10,27,1,https://computacion.mercadolibre.com.co/_Desde_1651
PRHE3354942,1,844,https://articulo.mercadolibre.com.co/MCO-457939315-reset-epson-l120-l365-l375-l380-l395-l396-l405-l455-trial-_JM,MCO457939315,Reset Epson L120 L365 L375 L380 L395 L396 L405 L455 - Trial,8,8000,448000,Impresoras,2018-09-10,56,1,https://computacion.mercadolibre.com.co/_Desde_1651
TECNOPURA CONVERTIDORES,2,333,https://articulo.mercadolibre.com.co/MCO-446428060-convertidor-cable-adaptador-sata-a-usb-para-discos-duros-25-_JM,MCO446428060,Convertidor Cable Adaptador Sata A Usb Para Discos Duros 2.5,3,14500,4567500,Periféricos y Accesorios de PC,2018-09-10,315,1,https://computacion.mercadolibre.com.co/_Desde_1651
GENEZYSRESETSCO,2,67,https://articulo.mercadolibre.com.co/MCO-452658372-carnet-pvc-epson-t50-l800-caja-x-230-unidades-mayorista-_JM,MCO452658372,Carnet Pvc Epson T50 L800 Caja X 230 Unidades Mayorista,6,100000,13000000,Cartuchos Toner y Tintas,2018-09-10,130,0,https://computacion.mercadolibre.com.co/_Desde_1651
JAICORREDOR,9,51,https://articulo.mercadolibre.com.co/MCO-452658372-carnet-pvc-epson-t50-l800-caja-x-230-unidades-mayorista-_JM,MCO452658372,Carnet Pvc Epson T50 L800 Caja X 230 Unidades Mayorista,5,100000,13000000,Cartuchos Toner y Tintas,2018-09-10,130,0,https://computacion.mercadolibre.com.co/_Desde_1651
VIVASTORE,15,606,https://articulo.mercadolibre.com.co/MCO-449608244-tp-link-router-inalambrico-de-banda-dual-ac1200-archer-c50-_JM,MCO449608244,Tp-link Router Inalámbrico De Banda Dual Ac1200 Archer C50,6,159900,3677700,Redes y Redes Inalámbricas,2018-09-10,23,0,https://computacion.mercadolibre.com.co/_Desde_1651
ELECTRICOS ANDLIGHT,9,1,https://articulo.mercadolibre.com.co/MCO-449608244-tp-link-router-inalambrico-de-banda-dual-ac1200-archer-c50-_JM,MCO449608244,Tp-link Router Inalámbrico De Banda Dual Ac1200 Archer C50,1,159900,3677700,Redes y Redes Inalámbricas,2018-09-10,23,1,https://computacion.mercadolibre.com.co/_Desde_1651
MERKADOYA,12,3,https://articulo.mercadolibre.com.co/MCO-446945743-disco-duro-toshiba-canvio-basics-1-tb-estuche-de-color-_JM,MCO446945743,Disco Duro Toshiba Canvio Basics 1 Tb + Estuche De Color,3,199800,145254600,Discos Duros y Externos,2018-09-10,727,1,https://computacion.mercadolibre.com.co/_Desde_1601
ViewSonic Tienda oficial,18,3,https://articulo.mercadolibre.com.co/MCO-447725663-switch-selector-splitter-hdmi-3-entradas-control-remoto-_JM,MCO447725663,Switch Selector Splitter Hdmi 3 Entradas  +  Control Remoto,3,34900,2024200,Periféricos y Accesorios de PC,2018-09-10,58,0,https://computacion.mercadolibre.com.co/_Desde_1601
GREYBAQUEROLEZCANO,14,914,https://articulo.mercadolibre.com.co/MCO-453841438-uap-ac-m-ubiquiti-unifi80211ac-mesh-indooroutdoor-245ghz-_JM,MCO453841438,Uap-ac-m Ubiquiti Unifi802.11ac Mesh Indoor/outdoor 2.4/5ghz,9,341000,13640000,Redes y Redes Inalámbricas,2018-09-10,40,1,https://computacion.mercadolibre.com.co/_Desde_1601
BARONINK,7,383,https://articulo.mercadolibre.com.co/MCO-453302567-teclado-toshiba-satellite-c645d-c645-l645-l645d-en-espanol-_JM,MCO453302567,Teclado Toshiba Satellite C645d C645 L645 L645d En Español,3,52900,5184200,Periféricos y Accesorios de PC,2018-09-10,98,1,https://computacion.mercadolibre.com.co/_Desde_1601
MEJORESPRECIOSCOLOMB,3,1,https://articulo.mercadolibre.com.co/MCO-451304046-multiplicador-hub-multipuertos-usb-4-puertos-_JM,MCO451304046,Multiplicador Hub Multipuertos Usb 4 Puertos,1,5490,658800,Periféricos y Accesorios de PC,2018-09-10,120,1,https://computacion.mercadolibre.com.co/_Desde_1601
FAAL8891136,4,63,https://articulo.mercadolibre.com.co/MCO-446307193-cable-video-para-ipad-thunderbolt-mini-convertidort-a-hdmi-_JM,MCO446307193,Cable Video Para Ipad Thunderbolt Mini Convertidort A Hdmi,6,30000,2760000,Apple,2018-09-10,92,0,https://computacion.mercadolibre.com.co/_Desde_1601
TOMEGATHERION,15,231,https://articulo.mercadolibre.com.co/MCO-471223145-disco-duro-externo-1-tb-adata-hd720-antigolpes-agua-verde-_JM,MCO471223145,Disco Duro Externo 1 Tb Adata Hd720 Antigolpes-agua Verde,2,219900,8796000,Discos Duros y Externos,2018-09-10,40,1,https://computacion.mercadolibre.com.co/_Desde_1601
MS-STORE SAS,5,2,https://articulo.mercadolibre.com.co/MCO-454887825-diademas-para-trabajo-pesado-cafe-internet-garantizadas-_JM,MCO454887825,Diademas Para Trabajo Pesado Cafe Internet - Garantizadas,2,18000,3312000,Periféricos y Accesorios de PC,2018-09-10,184,0,https://computacion.mercadolibre.com.co/_Desde_1601
AGOSCOMPUTADORES,11,75,https://articulo.mercadolibre.com.co/MCO-451613602-lampara-led-ventilador-portatil-usb-escritorio-pc-12-leds-_JM,MCO451613602,Lampara Led + Ventilador Portátil Usb Escritorio Pc 12 Leds,7,14800,947200,Accesorios para Portátiles,2018-09-10,64,0,https://computacion.mercadolibre.com.co/_Desde_1551
VOIPBARATOCOL,2,479,https://articulo.mercadolibre.com.co/MCO-451473371-pasta-termica-refrigerante-disipadora-hy510-jeringa-10gr-_JM,MCO451473371,Pasta Termica Refrigerante Disipadora Hy510 Jeringa 10gr,4,9900,663300,Partes y Componentes de PC,2018-09-10,67,0,https://computacion.mercadolibre.com.co/_Desde_1551
PIXELSOLUCIONESONLINE,8,283,https://articulo.mercadolibre.com.co/MCO-459686791-disco-duro-sata-pc-interno-3-teras-toshiba-modelo-2018-_JM,MCO459686791,Disco Duro Sata Pc Interno 3 Teras Toshiba Modelo 2018,2,269000,9953000,Discos Duros y Externos,2018-09-10,37,0,https://computacion.mercadolibre.com.co/_Desde_1551
DHTECNOLOGIA.COM,6,270,https://articulo.mercadolibre.com.co/MCO-468825420-procesador-apu-amd-a4-6300-37-ghz-socket-fm2-dual-core-65w-_JM,MCO468825420,Procesador Apu Amd A4 6300 3.7 Ghz Socket Fm2 Dual Core 65w,2,148250,741250,Partes y Componentes de PC,2018-09-10,5,1,https://computacion.mercadolibre.com.co/_Desde_1551
MCKTOYS.,6,4,https://articulo.mercadolibre.com.co/MCO-468825420-procesador-apu-amd-a4-6300-37-ghz-socket-fm2-dual-core-65w-_JM,MCO468825420,Procesador Apu Amd A4 6300 3.7 Ghz Socket Fm2 Dual Core 65w,4,148250,741250,Partes y Componentes de PC,2018-09-10,5,1,https://computacion.mercadolibre.com.co/_Desde_1551
HIPERCOMPURED,7,61,https://articulo.mercadolibre.com.co/MCO-468825420-procesador-apu-amd-a4-6300-37-ghz-socket-fm2-dual-core-65w-_JM,MCO468825420,Procesador Apu Amd A4 6300 3.7 Ghz Socket Fm2 Dual Core 65w,6,148250,741250,Partes y Componentes de PC,2018-09-10,5,0,https://computacion.mercadolibre.com.co/_Desde_1551
SARGCOM,1,222,https://articulo.mercadolibre.com.co/MCO-453456906-antivirus-avast-premier-2018-original-hasta-enero-2026-_JM,MCO453456906,Antivirus Avast Premier 2018 Original Hasta Enero 2026,2,10000,590000,Software,2018-09-10,59,1,https://computacion.mercadolibre.com.co/_Desde_1501
RESTORINK,8,65,https://articulo.mercadolibre.com.co/MCO-475579571-mini-teclado-inalambrico-air-mouse-para-smarttv-pc-android-_JM,MCO475579571,Mini Teclado Inalámbrico Air Mouse Para Smarttv Pc Android,6,51990,1143780,Periféricos y Accesorios de PC,2018-09-10,22,0,https://computacion.mercadolibre.com.co/_Desde_1501
LAJU9975,1,242,https://articulo.mercadolibre.com.co/MCO-448930407-logitech-gaming-timon-de-carreras-g29-palanca-de-cambios-_JM,MCO448930407,Logitech Gaming: Timón De Carreras G29 + Palanca De Cambios,2,1249900,37497000,Periféricos y Accesorios de PC,2018-09-10,30,0,https://computacion.mercadolibre.com.co/_Desde_1501
BG PARTS,10,172,https://articulo.mercadolibre.com.co/MCO-449297849-impresoras-multifuncionales-epson-l396-tinta-continua-wifi-_JM,MCO449297849,Impresoras Multifuncionales Epson L396 Tinta Continua Wifi,1,569900,78646200,Impresoras,2018-09-10,138,1,https://computacion.mercadolibre.com.co/_Desde_1501
ZOOMGADGETSBGTA,15,546,https://articulo.mercadolibre.com.co/MCO-451534898-plotter-de-corte-silhouette-portrait-2-usb-500-disenos-_JM,MCO451534898,Plotter De Corte Silhouette Portrait 2 + Usb 500 Diseños,5,699900,21696900,Impresoras,2018-09-10,31,1,https://computacion.mercadolibre.com.co/_Desde_1501
JIPISOLUCIONESDIGITALES,3,365,https://articulo.mercadolibre.com.co/MCO-469552491-mesa-auxliar-portatil-table-mate-ii-como-en-la-tv-_JM,MCO469552491,Mesa Auxliar Portatil Table Mate Ii Como En La Tv,3,59900,1377700,Accesorios para Portátiles,2018-09-10,23,1,https://computacion.mercadolibre.com.co/_Desde_1501
ENKSA ONLINE,4,112,https://articulo.mercadolibre.com.co/MCO-453831262-chasis-gamer-torre-pc-cpu-case-aerocool-project-7-p7-c0-pro-_JM,MCO453831262,Chasis Gamer Torre Pc Cpu Case Aerocool Project 7 P7-c0 Pro,1,607000,7284000,Partes y Componentes de PC,2018-09-10,12,1,https://computacion.mercadolibre.com.co/_Desde_1501
COLSECURITY,8,365,https://articulo.mercadolibre.com.co/MCO-453831262-chasis-gamer-torre-pc-cpu-case-aerocool-project-7-p7-c0-pro-_JM,MCO453831262,Chasis Gamer Torre Pc Cpu Case Aerocool Project 7 P7-c0 Pro,3,607000,7284000,Partes y Componentes de PC,2018-09-10,12,1,https://computacion.mercadolibre.com.co/_Desde_1501
SAKE531456,7,88,https://articulo.mercadolibre.com.co/MCO-445236880-targus-tsb515-ultralight-morral-hasta-16-muy-resistente-_JM,MCO445236880,Targus Tsb515 Ultralight Morral Hasta 16'' / Muy Resistente,8,77900,13243000,Accesorios para Portátiles,2018-09-10,170,0,https://computacion.mercadolibre.com.co/_Desde_1451
LUMATECH,3,43,https://articulo.mercadolibre.com.co/MCO-454819616-soporte-base-de-escritorio-para-monitor-ajustable-_JM,MCO454819616,Soporte Base De Escritorio Para Monitor Ajustable,4,101150,809200,Partes y Componentes de PC,2018-09-10,8,0,https://computacion.mercadolibre.com.co/_Desde_1451
COMERGOTICA,2,327,https://articulo.mercadolibre.com.co/MCO-454997140-disco-duro-sata-pc-interno-2-teras-toshiba-modelo-2018-new-_JM,MCO454997140,Disco Duro Sata Pc Interno 2 Teras Toshiba Modelo 2018 New,3,220000,13420000,Discos Duros y Externos,2018-09-10,61,1,https://computacion.mercadolibre.com.co/_Desde_1451
EINSTEINTECNOLOGIA,2,290,https://articulo.mercadolibre.com.co/MCO-456192889-fuente-de-poder-atx-300w-oem-nueva-_JM,MCO456192889,Fuente De Poder Atx 300w  Oem Nueva,2,28900,1213800,Fuentes UPS y Estabilizadores,2018-09-10,42,1,https://computacion.mercadolibre.com.co/_Desde_1451
TODO REDES163,2,92,https://articulo.mercadolibre.com.co/MCO-456192889-fuente-de-poder-atx-300w-oem-nueva-_JM,MCO456192889,Fuente De Poder Atx 300w  Oem Nueva,9,28900,1213800,Fuentes UPS y Estabilizadores,2018-09-10,42,1,https://computacion.mercadolibre.com.co/_Desde_1451
MAOMART1608,3,68,https://articulo.mercadolibre.com.co/MCO-472185075-caja-atx-corsair-carbide-spec-04-negro-rojo-_JM,MCO472185075,Caja Atx Corsair Carbide Spec 04 Negro / Rojo,6,230000,690000,Partes y Componentes de PC,2018-09-10,3,0,https://computacion.mercadolibre.com.co/_Desde_1451
DT-OFERTAS,2,68,https://articulo.mercadolibre.com.co/MCO-472185075-caja-atx-corsair-carbide-spec-04-negro-rojo-_JM,MCO472185075,Caja Atx Corsair Carbide Spec 04 Negro / Rojo,6,230000,690000,Partes y Componentes de PC,2018-09-10,3,1,https://computacion.mercadolibre.com.co/_Desde_1451
LEO.ANGEL,7,64,https://articulo.mercadolibre.com.co/MCO-472185075-caja-atx-corsair-carbide-spec-04-negro-rojo-_JM,MCO472185075,Caja Atx Corsair Carbide Spec 04 Negro / Rojo,6,230000,690000,Partes y Componentes de PC,2018-09-10,3,0,https://computacion.mercadolibre.com.co/_Desde_1451
LOLA IMPORTADORA,1,266,https://articulo.mercadolibre.com.co/MCO-472185075-caja-atx-corsair-carbide-spec-04-negro-rojo-_JM,MCO472185075,Caja Atx Corsair Carbide Spec 04 Negro / Rojo,2,230000,690000,Partes y Componentes de PC,2018-09-10,3,1,https://computacion.mercadolibre.com.co/_Desde_1451
FRAN LINK,3,344,https://articulo.mercadolibre.com.co/MCO-472185075-caja-atx-corsair-carbide-spec-04-negro-rojo-_JM,MCO472185075,Caja Atx Corsair Carbide Spec 04 Negro / Rojo,3,230000,690000,Partes y Componentes de PC,2018-09-10,3,1,https://computacion.mercadolibre.com.co/_Desde_1451
ALQUISOL SAS,8,400,https://articulo.mercadolibre.com.co/MCO-448283895-base-refrigerante-portatil-x-kim-pro-5-nivel-2-ventilador-_JM,MCO448283895,Base Refrigerante Portátil X-kim Pro 5 Nivel / 2 Ventilador,4,32900,12600700,Accesorios para Portátiles,2018-09-10,383,0,https://computacion.mercadolibre.com.co/_Desde_1401
MAUXI_ESHOP,2,5,https://articulo.mercadolibre.com.co/MCO-452154428-papel-fotografico-doble-cara-brillante-20-hojas-220-gm-ta-a4-_JM,MCO452154428,Papel Fotográfico Doble Cara Brillante 20 Hojas 220 Gm Ta A4,5,13999,1483894,Cartuchos Toner y Tintas,2018-09-10,106,1,https://computacion.mercadolibre.com.co/_Desde_1401
GEEKBOX COL,8,121,https://articulo.mercadolibre.com.co/MCO-464667765-router-doble-banda-linksys-ea3500-24ghz-5ghz-gigabit-_JM,MCO464667765,Router Doble Banda Linksys Ea3500 - 2.4ghz - 5ghz - Gigabit,1,100000,2900000,Redes y Redes Inalámbricas,2018-09-10,29,0,https://computacion.mercadolibre.com.co/_Desde_1401
SOFTSUPER_COLOMBIA,1,239,https://articulo.mercadolibre.com.co/MCO-464996889-memoria-usb-kingston-16gb-dt-se9-_JM,MCO464996889,Memoria Usb Kingston 16gb Dt Se9,2,21900,876000,Memorias Portátiles USB,2018-09-10,40,0,https://computacion.mercadolibre.com.co/_Desde_1301
PROCOL-ONE,3,143,https://articulo.mercadolibre.com.co/MCO-459209796-lapiz-3d-pen-lapicero-dibujo-3d-3-filamentospantalla-led-_JM,MCO459209796,Lápiz 3d Pen / Lapicero Dibujo 3d +3 Filamentos+pantalla Led,1,99000,11583000,Impresoras,2018-09-10,117,0,https://computacion.mercadolibre.com.co/_Desde_1401
SHOPPING--WEB,4,1,https://articulo.mercadolibre.com.co/MCO-459209796-lapiz-3d-pen-lapicero-dibujo-3d-3-filamentospantalla-led-_JM,MCO459209796,Lápiz 3d Pen / Lapicero Dibujo 3d +3 Filamentos+pantalla Led,1,99000,11583000,Impresoras,2018-09-10,117,1,https://computacion.mercadolibre.com.co/_Desde_1401
SOLOCHIPCOLOMBIA,4,1,https://articulo.mercadolibre.com.co/MCO-463942105-soporte-brazo-monitor-escualizable-a-pared-_JM,MCO463942105,Soporte Brazo Monitor Escualizable A Pared,1,90000,540000,Partes y Componentes de PC,2018-09-10,6,0,https://computacion.mercadolibre.com.co/_Desde_1401
RICHARDARTUROPAREJOJIMENEZ,4,512,https://articulo.mercadolibre.com.co/MCO-463942105-soporte-brazo-monitor-escualizable-a-pared-_JM,MCO463942105,Soporte Brazo Monitor Escualizable A Pared,5,90000,540000,Partes y Componentes de PC,2018-09-10,6,0,https://computacion.mercadolibre.com.co/_Desde_1401
METROPOLISYSTEM,14,97,https://articulo.mercadolibre.com.co/MCO-463967730-ventilador-fan-120mm-iceberg-eklipse-azul-verde-rojo-o-azul-_JM,MCO463967730,Ventilador Fan 120mm Iceberg Eklipse Azul Verde Rojo O Azul,9,38900,272300,Partes y Componentes de PC,2018-09-10,7,0,https://computacion.mercadolibre.com.co/_Desde_1351
DILA6169012,7,26,https://articulo.mercadolibre.com.co/MCO-463967730-ventilador-fan-120mm-iceberg-eklipse-azul-verde-rojo-o-azul-_JM,MCO463967730,Ventilador Fan 120mm Iceberg Eklipse Azul Verde Rojo O Azul,2,38900,272300,Partes y Componentes de PC,2018-09-10,7,0,https://computacion.mercadolibre.com.co/_Desde_1351
CAD GROUP,4,2,https://articulo.mercadolibre.com.co/MCO-461638157-pasta-termica-refrigerante-grasa-para-cpu-crema-disipadora-_JM,MCO461638157,Pasta Térmica Refrigerante / Grasa Para Cpu Crema Disipadora,2,3999,47988,Partes y Componentes de PC,2018-09-10,12,0,https://computacion.mercadolibre.com.co/_Desde_1351
HELLARA,9,1,https://articulo.mercadolibre.com.co/MCO-449000662-control-joystick-logitech-extreme-3d-pro-simulador-de-vuelo-_JM,MCO449000662,Control Joystick Logitech Extreme 3d Pro Simulador De Vuelo,1,124900,36096100,Periféricos y Accesorios de PC,2018-09-10,289,0,https://computacion.mercadolibre.com.co/_Desde_1351
TODODEELECTRONIK,3,134,https://articulo.mercadolibre.com.co/MCO-452948832-tarjeta-pci-esata-3bumen-2-puertos-sata-1-puerto-ide-_JM,MCO452948832,Tarjeta Pci Esata 3bumen + 2 Puertos Sata + 1 Puerto Ide,1,27900,362700,Partes y Componentes de PC,2018-09-10,13,0,https://computacion.mercadolibre.com.co/_Desde_1351
SPICESTOCK,2,1,https://articulo.mercadolibre.com.co/MCO-452948832-tarjeta-pci-esata-3bumen-2-puertos-sata-1-puerto-ide-_JM,MCO452948832,Tarjeta Pci Esata 3bumen + 2 Puertos Sata + 1 Puerto Ide,1,27900,362700,Partes y Componentes de PC,2018-09-10,13,1,https://computacion.mercadolibre.com.co/_Desde_1351
METROPORTATIL COLOMBIA,16,69,https://articulo.mercadolibre.com.co/MCO-457075958-tintas-por-litro-para-impresoras-hp-officejetpro-8620-8610-_JM,MCO457075958,Tintas Por Litro Para Impresoras Hp Officejetpro 8620 8610,6,14000,1302000,Cartuchos Toner y Tintas,2018-09-10,93,1,https://computacion.mercadolibre.com.co/_Desde_1351
DANICO IMPORTACIONES,3,1,https://articulo.mercadolibre.com.co/MCO-451397887-cable-adaptador-convertidor-puerto-paralelo-macho-a-usb-_JM,MCO451397887,Cable Adaptador Convertidor Puerto Paralelo Macho A Usb,1,9490,550420,Periféricos y Accesorios de PC,2018-09-10,58,1,https://computacion.mercadolibre.com.co/_Desde_1351
KARLACHACON.COM,5,151,https://articulo.mercadolibre.com.co/MCO-456820432-ventilador-fan-cooler-aerocool-lightning-12cm-rojo-_JM,MCO456820432,Ventilador Fan Cooler Aerocool Lightning 12cm Rojo,1,25500,535500,Partes y Componentes de PC,2018-09-10,21,1,https://computacion.mercadolibre.com.co/_Desde_1301
DERALTEMAN,11,67,https://articulo.mercadolibre.com.co/MCO-474479516-diadema-usb-x-kim-hf-868u-negro-_JM,MCO474479516,Diadema Usb X-kim Hf-868u Negro,6,40700,9768000,Periféricos y Accesorios de PC,2018-09-10,240,0,https://computacion.mercadolibre.com.co/_Desde_1301
TIENDAWINGERCO,7,190,https://articulo.mercadolibre.com.co/MCO-471521968-combo-actualizacion-amd-a8-9600-_JM,MCO471521968,Combo Actualizacion Amd A8-9600,1,626000,1252000,Partes y Componentes de PC,2018-09-10,2,1,https://computacion.mercadolibre.com.co/_Desde_1301
GIFTCARD-COLOMBIA,7,1,https://articulo.mercadolibre.com.co/MCO-471521968-combo-actualizacion-amd-a8-9600-_JM,MCO471521968,Combo Actualizacion Amd A8-9600,1,626000,1252000,Partes y Componentes de PC,2018-09-10,2,1,https://computacion.mercadolibre.com.co/_Desde_1301
CHARLEXKEYS,10,189,https://articulo.mercadolibre.com.co/MCO-471521968-combo-actualizacion-amd-a8-9600-_JM,MCO471521968,Combo Actualizacion Amd A8-9600,1,626000,1252000,Partes y Componentes de PC,2018-09-10,2,1,https://computacion.mercadolibre.com.co/_Desde_1301
BOGOTA.PROYECTORES,11,220,https://articulo.mercadolibre.com.co/MCO-460904030-bateria-dell-inspiron-n3010-n4010-n4110-n5010-n5110-n7010-_JM,MCO460904030,Bateria Dell Inspiron N3010 N4010 N4110 N5010 N5110 N7010,2,79000,5530000,Accesorios para Portátiles,2018-09-10,70,1,https://computacion.mercadolibre.com.co/_Desde_1251
Targus Tienda oficial,2,1,https://articulo.mercadolibre.com.co/MCO-453196670-memoria-ram-4gb-portatil-12800-1600-mhz-12800s-1600mhz-_JM,MCO453196670,Memoria Ram 4gb Portátil 12800 1600 Mhz - 12800s 1600mhz,1,94000,16544000,Memorias RAM,2018-09-10,176,1,https://computacion.mercadolibre.com.co/_Desde_1151
COMERCIALIZADORA VEGA,2,154,https://articulo.mercadolibre.com.co/MCO-458917178-cartucho-canon-mb-2010-2110-1100-se-entregan-4-cartuchos-_JM,MCO458917178,Cartucho Canon Mb 2010 2110 1100 Se Entregan 4 Cartuchos,1,30888,2965248,Cartuchos Toner y Tintas,2018-09-10,96,0,https://computacion.mercadolibre.com.co/_Desde_1251
DUMMIHOGAR,2,1,https://articulo.mercadolibre.com.co/MCO-469007117-chasis-thermaltake-view-22-tg-blacktempeded-glass-ca-1j3-0-_JM,MCO469007117,Chasis Thermaltake   View 22 Tg Blacktempeded Glass Ca-1j3-0,1,299900,1199600,Partes y Componentes de PC,2018-09-10,4,1,https://computacion.mercadolibre.com.co/_Desde_1201
